ID,DATA,MONTANTE,CAT_Animais de estimação,CAT_Cabeleireiro e Barbeiro,CAT_Cafés e Pastelarias,CAT_Carro e Transportes,CAT_Casa,CAT_Combustível,CAT_Compras e Serviços,CAT_Diversos,CAT_Educação,CAT_Empréstimos e Rendas,CAT_Hobbies,CAT_Investimentos e Poupanças,CAT_Lazer e Viagens,CAT_Levantamentos,CAT_Não categorizadas,CAT_Ordenado e Subsídios,CAT_Outros Rendimentos,CAT_Restaurantes e Bares,CAT_Saúde e Bem estar,CAT_Seguros,CAT_Subscrições,CAT_Supermercado,CAT_Taxas e Impostos,CAT_Tecnologia,CAT_Telecomunicações,CAT_Vestuário e Calçado,"CAT_Água, luz e gás",target
277,2022-04-03,-200.86,0,0,0,2,0,0,2,0,0,1,0,0,0,2,1,0,2,0,1,2,0,5,2,0,0,0,0,0
277,2022-04-10,641.84,0,0,0,3,0,3,2,1,0,3,0,0,0,3,4,0,5,1,0,2,0,5,5,0,0,0,0,0
277,2022-04-17,-184.77,0,0,0,3,0,0,2,0,0,0,0,0,0,1,2,0,3,0,0,2,0,10,0,0,0,0,0,0
277,2022-04-24,-145.66,0,0,0,2,0,0,2,1,0,0,0,0,0,2,4,0,1,0,0,0,0,3,0,0,0,0,0,0
277,2022-05-01,-55.50999999999999,0,0,0,3,0,1,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,6,5,0,1,0,0,0
278,2022-01-02,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
278,2022-01-09,-386.17999999999995,0,0,0,1,0,1,0,3,0,0,0,0,0,0,3,0,1,0,0,4,0,1,2,0,0,0,2,0
278,2022-01-16,-657.93,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,1,0,0,0,0,1,1,0,1,0,0,0
278,2022-01-23,1322.5800000000002,0,0,0,1,0,2,3,1,0,0,0,0,0,2,2,1,1,0,0,1,0,0,0,0,0,0,0,0
278,2022-01-30,-852.3299999999999,0,0,0,0,0,3,0,0,1,4,0,1,0,0,2,0,5,0,0,1,0,0,4,0,0,1,0,0
278,2022-02-06,-1203.33,0,0,0,0,0,1,0,4,0,0,0,0,0,1,3,0,1,0,0,4,0,0,0,1,0,0,2,0
278,2022-02-13,-154.83999999999997,0,0,0,1,0,0,2,4,0,0,0,0,0,2,3,0,2,0,1,0,0,1,4,0,1,0,0,0
278,2022-02-20,526.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,0,0,0,0,0,0
278,2022-02-27,532.41,0,0,0,0,0,0,0,1,0,4,0,0,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0
278,2022-03-06,-773.2900000000001,0,0,0,1,0,2,0,4,0,0,0,0,0,0,3,0,1,0,0,4,0,0,4,0,0,0,1,0
278,2022-03-13,-321.25000000000006,0,0,0,0,0,3,1,4,0,0,0,0,0,3,5,0,2,1,0,0,0,0,3,0,0,0,1,0
278,2022-03-20,67.96,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,1,0,0,0
278,2022-03-27,685.0,0,0,0,1,0,0,0,2,0,4,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,0,0
278,2022-04-03,-580.3199999999999,0,0,0,2,0,1,0,4,0,0,0,0,0,1,3,0,0,0,1,4,0,0,5,0,0,0,1,0
278,2022-04-10,-423.6,0,0,0,0,0,3,1,3,0,0,0,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,1,0
278,2022-04-17,858.91,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,2,0,1,0,0,1,0,0,1,0,0,0
278,2022-04-24,1175.1399999999999,0,0,0,0,0,0,3,1,0,1,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,1,0,0
278,2022-05-01,-1101.51,0,0,0,1,0,2,4,2,0,3,0,0,0,1,0,0,1,1,0,1,0,0,4,0,0,0,0,0
279,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-01-09,-11.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-01-16,-75.24000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
279,2022-01-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-01-30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-02-06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-02-13,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-02-20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-02-27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-03-06,-150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-03-13,-20.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
279,2022-03-20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-03-27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-04-03,-11.07,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-04-10,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-04-17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-04-24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
279,2022-05-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
280,2022-01-02,-194.71999999999997,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
280,2022-01-09,-1839.31,0,0,0,0,1,1,0,3,0,0,0,0,0,3,7,0,1,0,2,1,0,6,0,0,1,0,0,0
280,2022-01-16,-288.71,0,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,0,5,0,0,0,0,1,0
280,2022-01-23,-213.69,0,0,0,1,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0
280,2022-01-30,3126.98,0,0,0,0,0,0,0,1,0,2,0,0,0,3,2,2,2,0,3,6,0,2,0,0,0,0,0,0
280,2022-02-06,-3258.44,0,0,0,2,0,2,1,2,0,0,0,0,0,1,1,0,0,1,0,1,0,4,0,0,1,1,0,0
280,2022-02-13,336.03999999999996,0,0,0,1,0,1,0,0,0,0,0,0,0,2,4,0,2,1,1,0,0,3,0,0,0,2,0,0
280,2022-02-20,-243.81,0,0,0,1,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,3,0,0,0,0,1,0
280,2022-02-27,20.789999999999978,0,0,0,1,0,2,0,0,0,2,0,0,0,3,0,1,0,0,1,6,0,6,0,0,0,1,1,0
280,2022-03-06,-97.75000000000009,0,0,0,2,0,2,0,2,0,0,0,1,0,2,7,1,6,2,2,1,0,6,0,0,1,0,0,0
280,2022-03-13,2420.46,0,0,0,1,0,2,0,0,0,0,0,0,0,3,3,0,1,2,0,0,0,6,0,0,0,0,0,0
280,2022-03-20,33.670000000000016,0,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,1,0
280,2022-03-27,270.4399999999999,0,0,0,1,0,2,2,0,0,2,0,0,0,5,2,1,0,3,1,6,0,5,0,0,0,1,0,0
280,2022-04-03,2533.2400000000002,0,0,0,1,0,1,0,0,0,0,0,2,0,3,5,1,10,1,2,1,0,4,2,0,0,0,0,0
280,2022-04-10,-3333.04,0,0,0,2,0,1,2,2,0,0,0,0,0,5,5,0,1,3,3,0,0,6,0,0,1,1,0,0
280,2022-04-17,-187.89000000000001,0,0,0,2,0,2,0,0,0,0,0,0,0,3,5,0,1,0,0,0,0,0,0,0,0,0,1,0
280,2022-04-24,333.0799999999998,0,0,0,1,0,2,0,0,0,2,0,0,0,3,4,1,0,2,1,0,0,2,0,0,0,0,0,0
280,2022-05-01,1291.48,0,0,0,1,0,0,1,0,0,0,0,0,0,3,0,1,1,0,0,6,0,11,0,0,0,0,1,0
282,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282,2022-01-09,-765.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,1
282,2022-01-16,-1030.4700000000003,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
282,2022-01-23,-223.35000000000002,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
282,2022-01-30,-109.94,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
282,2022-02-06,-455.76,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,1,1
282,2022-02-13,1874.6399999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,1
282,2022-02-20,-692.9599999999999,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
282,2022-02-27,-335.99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
282,2022-03-06,-278.95,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1
282,2022-03-13,1969.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,1
282,2022-03-20,-291.75,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
282,2022-03-27,-285.51,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
282,2022-04-03,-785.38,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
282,2022-04-10,-718.0899999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,1,1,1,0,0,2,0,1,0,0,1,1
282,2022-04-17,2006.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
282,2022-04-24,-58.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
282,2022-05-01,-2069.14,0,0,0,0,0,2,0,0,0,0,0,0,0,6,1,0,0,0,1,0,0,0,0,0,0,0,0,1
283,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2022-01-09,1104.27,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
283,2022-01-16,709.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0
283,2022-01-23,-880.98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2022-01-30,150.42000000000002,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
283,2022-02-06,-856.98,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0
283,2022-02-13,460.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0
283,2022-02-20,898.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
283,2022-02-27,1929.83,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
283,2022-03-06,17.24000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
283,2022-03-13,429.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0
283,2022-03-20,-30.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2022-03-27,-863.12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
283,2022-04-03,327.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
283,2022-04-10,3.4399999999999977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
283,2022-04-17,279.7100000000012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0
283,2022-04-24,-746.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,2022-05-01,1807.62,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
284,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
284,2022-01-09,7964.220000000001,0,0,0,2,0,1,1,1,0,1,0,0,0,0,4,0,10,0,0,3,0,0,2,1,0,0,1,0
284,2022-01-16,-411.71000000000015,0,0,0,1,0,1,1,0,0,0,0,0,0,0,10,0,13,0,0,1,0,1,2,0,0,0,0,0
284,2022-01-23,1552.5699999999995,0,0,0,1,0,1,1,2,0,0,0,0,0,0,8,0,13,0,0,1,0,0,1,0,2,0,0,0
284,2022-01-30,-1310.32,0,0,0,0,0,1,4,0,1,3,0,0,0,0,13,2,15,0,0,1,0,3,4,0,0,0,0,0
284,2022-02-06,1171.2299999999998,0,0,0,2,0,2,3,0,0,1,0,0,0,0,4,0,10,0,0,3,0,0,4,0,0,0,0,0
284,2022-02-13,-2811.83,0,0,0,1,0,2,1,1,0,0,0,0,0,0,4,0,6,1,0,1,0,1,2,0,0,0,1,0
284,2022-02-20,-214.7700000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,8,0,1,0,0,0,0,0,4,0,1,0
284,2022-02-27,-6577.369999999999,0,0,0,1,0,1,0,2,0,3,0,0,0,0,8,2,7,0,0,0,0,0,6,0,0,0,0,0
284,2022-03-06,4236.86,0,0,0,2,0,3,1,0,0,1,0,0,0,0,5,0,9,0,0,3,0,0,5,0,0,0,0,0
284,2022-03-13,-432.33000000000004,0,0,0,1,0,1,3,2,0,0,0,0,0,0,17,0,8,1,0,1,0,2,0,0,0,0,0,0
284,2022-03-20,-1128.45,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,2,0,2,0,1,0
284,2022-03-27,-4395.0,0,0,0,1,0,3,1,2,0,3,0,0,0,0,11,2,10,0,0,0,0,0,5,0,2,0,0,0
284,2022-04-03,795.3500000000001,0,0,0,2,1,1,0,0,0,0,0,0,0,0,9,0,7,0,0,3,0,0,6,0,0,0,0,0
284,2022-04-10,723.0700000000004,0,0,0,2,0,3,1,1,0,1,0,0,0,0,12,0,14,0,0,1,0,0,2,0,0,0,2,0
284,2022-04-17,-1637.13,0,0,0,2,0,0,1,0,0,0,0,0,0,0,13,0,7,0,0,0,0,1,7,0,0,1,0,0
284,2022-04-24,-1228.78,0,0,0,1,0,1,0,2,0,3,0,0,0,0,7,0,8,0,0,1,0,0,3,0,0,0,0,0
284,2022-05-01,2120.6399999999994,0,0,0,1,0,1,1,0,0,0,0,0,0,0,7,2,10,0,0,0,0,0,9,0,2,0,0,0
285,2022-01-02,-99.99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
285,2022-01-09,1078.1200000000001,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,0,0,0,0,0,4,0,0,0,0,0
285,2022-01-16,-305.48,1,0,0,0,0,0,1,1,0,0,0,0,0,1,5,0,3,0,0,0,0,1,0,0,0,0,0,0
285,2022-01-23,-322.65999999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,0,1,0,0,0,0,0,0
285,2022-01-30,-342.69,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0
285,2022-02-06,-732.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,7,1,0,0,0,1,0,0,0,0,0,0
285,2022-02-13,-387.13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,0,2,4,1,0,0,0,4,0,0,0,0,0
285,2022-02-20,-21.089999999999996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0
285,2022-02-27,-919.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2,1,0,0,0,0,0,0,0,0,0
285,2022-03-06,91017.67,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,5,2,0,0,0,0,0,0,0,0,0,0
285,2022-03-13,7884.710000000001,0,1,0,0,0,0,0,2,0,0,0,0,0,0,7,0,2,0,2,1,0,2,4,0,0,0,0,0
285,2022-03-20,2323.21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,1,0,0,0,0,2,0,0,0,0,0
285,2022-03-27,1186.5,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,3,2,2,0,0,1,0,0,0,0,0,0
285,2022-04-03,-1730.34,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,1,2,1,0,0,0,0,0,0,0,0
285,2022-04-10,-325.38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,3,1,0,0,0,1,6,0,0,0,0,0
285,2022-04-17,-732.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0
285,2022-04-24,-3749.3799999999997,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4,0,1,1,0,0,0,1,0,0,0,0,0,0
285,2022-05-01,-537.3399999999999,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0
286,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-01-09,-5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
286,2022-01-16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-01-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-01-30,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-02-06,-8.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
286,2022-02-13,-5.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
286,2022-02-20,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-02-27,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
286,2022-03-06,341.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1
286,2022-03-13,341.89,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,1
286,2022-03-20,526.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1
286,2022-03-27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-04-03,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-04-10,-649.47,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
286,2022-04-17,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-04-24,-3060.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
286,2022-05-01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
288,2022-01-02,-30.52,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
288,2022-01-09,-383.36,0,0,0,1,0,0,1,1,0,0,0,1,0,1,6,0,1,2,2,0,0,2,0,1,0,0,0,1
288,2022-01-16,-382.58000000000004,0,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,2,2,0,0,2,0,1,0,0,0,1
288,2022-01-23,-337.65,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,0,1,0,0,1,1
288,2022-01-30,-121.02000000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,0,0,0,4,0,0,2,0,0,1
288,2022-02-06,1055.65,0,0,0,3,1,0,0,0,0,0,0,1,0,0,3,1,1,0,0,0,0,3,1,0,0,0,0,1
288,2022-02-13,-286.9,0,0,0,0,1,1,0,1,0,0,0,1,0,2,4,0,1,2,1,0,0,1,0,0,0,0,0,1
288,2022-02-20,-703.34,0,0,0,1,1,1,2,0,0,0,0,0,0,3,3,0,0,1,0,0,0,3,2,1,0,0,1,1
288,2022-02-27,-88.93,0,0,0,1,2,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,0,2,0,0,1,0,0,1
288,2022-03-06,388.89,0,0,0,2,0,0,0,2,0,0,0,1,0,3,6,0,2,3,0,0,0,1,2,0,1,0,0,1
288,2022-03-13,-169.06,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,3,0,0,0,0,0,1
288,2022-03-20,-157.08,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,3,0,1,1,0,0,1
288,2022-03-27,-256.92,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,3,0,0,0,0,1,1
288,2022-04-03,1196.39,0,0,0,1,0,1,1,1,0,0,0,0,0,3,2,1,0,2,0,0,0,6,4,0,3,0,0,1
288,2022-04-10,-423.13,0,0,0,1,1,1,0,0,0,0,0,1,0,0,2,0,0,2,3,0,0,3,2,0,0,0,0,1
288,2022-04-17,-442.35,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,0,5,1,1,0,0,0,1
288,2022-04-24,-62.39999999999999,0,0,0,0,0,1,1,1,0,0,0,0,0,1,2,0,2,0,0,0,0,3,0,0,0,0,1,1
288,2022-05-01,-139.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,4,0,3,0,0,1
289,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2022-01-09,-6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
289,2022-01-16,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2022-01-23,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2022-01-30,-29.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
289,2022-02-06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2022-02-13,-6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
289,2022-02-20,-12.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,2022-02-27,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
289,2022-03-06,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2022-03-13,-6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
289,2022-03-20,-10.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,2022-03-27,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2022-04-03,-12.129999999999999,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,2022-04-10,-6.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
289,2022-04-17,-9.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
289,2022-04-24,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,2022-05-01,-515.12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,0,0
290,2022-01-02,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,2022-01-09,-2366.18,0,0,0,3,0,1,2,2,0,0,0,0,0,0,12,0,2,0,0,2,0,6,5,0,0,2,1,0
290,2022-01-16,-1108.74,1,0,0,2,0,0,2,3,0,0,0,0,0,2,1,0,0,1,2,3,0,4,0,0,1,1,1,0
290,2022-01-23,640.8700000000001,0,0,0,2,1,0,6,2,0,0,0,0,0,2,6,1,1,3,3,0,0,2,0,0,0,3,0,0
290,2022-01-30,640.01,1,0,0,0,0,0,3,3,0,0,0,0,0,2,6,1,1,0,1,0,0,3,2,0,0,0,2,0
290,2022-02-06,-949.3000000000001,0,0,0,3,1,1,3,1,0,0,0,0,0,1,5,0,2,2,2,2,0,5,2,0,0,0,3,0
290,2022-02-13,-1429.96,1,0,0,0,0,0,2,4,1,0,0,0,0,2,6,0,0,5,2,3,0,2,0,0,1,0,1,0
